Ship_Date,Segment,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
19-03-2016,Home Office,New Jersey,8701,East,Mobile Phones,iPhone,45,3,0,20.9208
20-03-2016,Home Office,New Jersey,8701,East,Mobile Phones,LG,289,6,0,83.868
20-03-2016,Consumer,Virginia,22204,South,Mobile Phones,LG,4,1,0,2.0049
21-03-2016,Corporate,Colorado,80004,West,Laptops,Asus,15,4,0.2,3.5948
21-03-2016,Corporate,Colorado,80004,West,Laptops,HP,466,2,0.2,52.5114
21-03-2016,Corporate,Colorado,80004,West,Laptops,Asus,15,1,0.2,1.7136
21-03-2016,Corporate,Colorado,80004,West,Mobile Phones,HTC,6,3,0.2,2.0358
22-03-2016,Corporate,New Jersey,7601,East,Laptops,Asus,87,3,0,37.6422
22-03-2016,Corporate,Florida,33710,South,Cameras ,Sony,178,2,0.2,22.298
23-03-2016,Corporate,Florida,33710,South,Mobile Phones,Pixel,15,3,0.2,5.4432
24-03-2016,Corporate,Pennsylvania,19143,East,Mobile Phones,LG,99,4,0.2,8.6744
24-03-2016,Home Office,New York,10024,East,Laptops,HP,135,1,0.1,24.1568
24-03-2016,Home Office,New York,10024,East,Cameras ,Canon,3991,2,0,1995.99
24-03-2016,Home Office,New York,10024,East,Cameras ,Sony,275,6,0,80.0226
24-03-2016,Home Office,New York,10024,East,Cameras ,Nikon,360,4,0,129.6
24-03-2016,Home Office,New York,10024,East,Mobile Phones,OnePlus,43,1,0,13.071
25-03-2016,Corporate,California,90805,West,Mobile Phones,Nokia,7,2,0,3.58
25-03-2016,Corporate,California,92345,West,Mobile Phones,iPhone,251,6,0.2,81.744
25-03-2016,Corporate,California,92345,West,Cameras ,Nikon,99,1,0,34.9965
25-03-2016,Corporate,Tennessee,37130,South,Laptops,Asus,15,1,0.2,0.9995
25-03-2016,Consumer,Pennsylvania,19143,East,Cameras ,Sony,290,3,0.4,-67.8762
26-03-2016,Consumer,Pennsylvania,19143,East,Mobile Phones,OnePlus,54,2,0.2,3.389
26-03-2016,Consumer,Pennsylvania,19143,East,Laptops,HP,786,4,0.3,-258.5016
26-03-2016,Consumer,Pennsylvania,19143,East,Mobile Phones,HTC,100,10,0.2,33.831
27-03-2016,Consumer,Pennsylvania,19143,East,Mobile Phones,iPhone,37,6,0.7,-27.6936
27-03-2016,Consumer,Pennsylvania,19134,East,Cameras ,Sony,82,2,0.4,-20.7
27-03-2016,Consumer,Pennsylvania,19134,East,Mobile Phones,iPhone,20,2,0.7,-13.816
28-03-2016,Consumer,Pennsylvania,19134,East,Mobile Phones,iPhone,4,3,0.7,-3.4272
28-03-2016,Consumer,California,90045,West,Mobile Phones,iPhone,4,1,0.2,1.6038
28-03-2016,Consumer,California,90045,West,Cameras ,GoPro,959,2,0.2,335.9944
28-03-2016,Consumer,California,90045,West,Mobile Phones,iPhone,14,4,0.2,4.49
28-03-2016,Corporate,California,94122,West,Mobile Phones,iPhone,7,2,0.2,2.7956
28-03-2016,Corporate,California,94122,West,Laptops,Lenovo,698,3,0.2,-17.4588
30-03-2016,Consumer,Utah,84041,West,Mobile Phones,Nokia,4,4,0,2.3312
31-03-2016,Corporate,Pennsylvania,19140,East,Mobile Phones,LG,17,4,0.2,1.116
31-03-2016,Corporate,Pennsylvania,19140,East,Mobile Phones,iPhone,509,10,0.7,-407.976
31-03-2016,Corporate,Pennsylvania,19140,East,Mobile Phones,Nokia,30,13,0.2,10.0724
31-03-2016,Corporate,Pennsylvania,19140,East,Cameras ,Sony,71,12,0.4,8.3916
31-03-2016,Consumer,Texas,78745,Central,Mobile Phones,OnePlus,88,4,0.2,-2.22
31-03-2016,Consumer,California,94122,West,Cameras ,Sony,47,3,0.2,4.7976
01-04-2016,Consumer,Massachusetts,1852,East,Mobile Phones,LG,7,3,0,3.0996
02-04-2016,Consumer,Massachusetts,1852,East,Mobile Phones,Pixel,24,2,0,11.5432
02-04-2016,Consumer,Massachusetts,1852,East,Mobile Phones,LG,12,2,0,4.1472
02-04-2016,Home Office,New York,10009,East,Cameras ,Nikon,6,1,0,2.3086
02-04-2016,Home Office,New York,10009,East,Mobile Phones,Pixel,24,2,0,11.5432
02-04-2016,Home Office,New York,10009,East,Mobile Phones,iPhone,3,1,0.2,1.0668
02-04-2016,Home Office,New York,10009,East,Mobile Phones,Pixel,49,4,0,23.0864
02-04-2016,Home Office,New York,10009,East,Mobile Phones,iPhone,4355,4,0.2,1415.4296
02-04-2016,Consumer,New York,10035,East,Laptops,Dell,388,6,0.2,-4.8588
02-04-2016,Consumer,New York,10035,East,Mobile Phones,Motorola ,8,2,0,3.7996
02-04-2016,Consumer,New York,10035,East,Mobile Phones,LG,17,4,0,6.9864
02-04-2016,Consumer,New York,10035,East,Mobile Phones,Pixel,34,5,0,15.824
03-04-2016,Corporate,North Carolina,28205,South,Mobile Phones,Pixel,36,5,0.2,11.325
03-04-2016,Corporate,Georgia,31907,South,Mobile Phones,Samsung,647,8,0,168.4384
03-04-2016,Corporate,Georgia,31907,South,Mobile Phones,HTC,20,2,0,9.936
03-04-2016,Consumer,New York,10009,East,Mobile Phones,HTC,20,2,0,9.936
03-04-2016,Consumer,New York,10009,East,Laptops,HP,488,3,0.1,86.8704
03-04-2016,Consumer,New York,10009,East,Mobile Phones,LG,5,2,0,1.4456
03-04-2016,Consumer,New York,10009,East,Laptops,Asus,47,8,0,20.7328
05-04-2016,Consumer,California,94109,West,Mobile Phones,OnePlus,211,4,0,8.4784
05-04-2016,Corporate,Connecticut,6040,East,Mobile Phones,iPhone,23,4,0,10.44
05-04-2016,Corporate,Connecticut,6040,East,Mobile Phones,Mi,7,2,0,0.1472
05-04-2016,Corporate,Connecticut,6040,East,Mobile Phones,OnePlus,104,7,0,29.3412
05-04-2016,Corporate,Connecticut,6040,East,Laptops,Dell,1043,4,0,271.4192
05-04-2016,Consumer,Texas,78550,Central,Mobile Phones,Pixel,25,5,0.2,9.396
05-04-2016,Consumer,Texas,78550,Central,Mobile Phones,OnePlus,53,3,0.2,4.6746
05-04-2016,Consumer,Arizona,85705,West,Mobile Phones,iPhone,8,5,0.7,-5.712
05-04-2016,Consumer,Arizona,85705,West,Cameras ,Nikon,1023,8,0.2,179.1888
06-04-2016,Consumer,Arizona,85705,West,Mobile Phones,LG,9,1,0.2,0.924
06-04-2016,Consumer,Arizona,85705,West,Cameras ,Nikon,479,10,0.2,-29.94
06-04-2016,Corporate,Illinois,62301,Central,Mobile Phones,Pixel,99,4,0.2,30.98
07-04-2016,Corporate,Massachusetts,2038,East,Laptops,Lenovo,1488,7,0.3,-297.6848
07-04-2016,Consumer,Texas,77095,Central,Mobile Phones,Samsung,8,3,0.8,-20.3322
08-04-2016,Consumer,Texas,77095,Central,Mobile Phones,OnePlus,23,3,0.2,2.6811
08-04-2016,Consumer,Texas,77095,Central,Mobile Phones,iPhone,12,4,0.8,-18.8728
08-04-2016,Corporate,California,94109,West,Mobile Phones,Pixel,50,7,0,25.48
08-04-2016,Corporate,California,94109,West,Mobile Phones,iPhone,49,3,0.2,17.3376
08-04-2016,Corporate,Michigan,48180,Central,Cameras ,Nikon,41,2,0,8.799
09-04-2016,Consumer,Florida,33024,South,Laptops,Lenovo,375,3,0.45,-157.0095
09-04-2016,Consumer,Florida,33024,South,Cameras ,Nikon,83,3,0.2,-1.0497
09-04-2016,Corporate,Pennsylvania,19140,East,Cameras ,Canon,482,4,0.7,-337.638
09-04-2016,Corporate,Pennsylvania,19140,East,Laptops,Asus,2,1,0.2,0.777
09-04-2016,Consumer,Ohio,45231,East,Mobile Phones,LG,2,1,0.2,0.4264
09-04-2016,Consumer,New York,10009,East,Mobile Phones,iPhone,23,4,0.2,7.884
09-04-2016,Consumer,New York,10009,East,Cameras ,Nikon,39,2,0,13.5932
10-04-2016,Consumer,Washington,98198,West,Cameras ,Sony,246,2,0.2,27.7182
10-04-2016,Consumer,Washington,98198,West,Cameras ,GoPro,1799,3,0,701.9883
11-04-2016,Corporate,Illinois,61604,Central,Mobile Phones,iPhone,12,3,0.8,-20.5623
11-04-2016,Home Office,Nevada,89115,West,Mobile Phones,iPhone,75,3,0.2,25.5798
12-04-2016,Corporate,Rhode Island,2886,East,Mobile Phones,OnePlus,49,2,0,9.4924
12-04-2016,Corporate,Rhode Island,2886,East,Mobile Phones,Pixel,12,2,0,6.2208
12-04-2016,Home Office,Michigan,49201,Central,Mobile Phones,Mi,70,4,0,21.036
12-04-2016,Consumer,Texas,77036,Central,Mobile Phones,OnePlus,35,3,0.2,3.5952
12-04-2016,Consumer,Texas,77036,Central,Laptops,Dell,2396,4,0.32,-317.1528
12-04-2016,Consumer,Texas,77036,Central,Mobile Phones,OnePlus,131,4,0.2,-32.784
12-04-2016,Consumer,Texas,77036,Central,Cameras ,Nikon,57,2,0.2,0.7198
12-04-2016,Consumer,Florida,33180,South,Mobile Phones,Pixel,9,2,0.2,3.4684
12-04-2016,Corporate,North Carolina,28403,South,Mobile Phones,LG,39,6,0.2,9.768
12-04-2016,Consumer,New York,10024,East,Mobile Phones,Samsung,35,3,0,9.6957
13-04-2016,Consumer,California,94110,West,Cameras ,Nikon,179,5,0,37.7895
13-04-2016,Consumer,California,94110,West,Cameras ,GoPro,1199,3,0.2,434.9913
13-04-2016,Consumer,California,94110,West,Mobile Phones,Pixel,27,5,0,13.3035
13-04-2016,Consumer,California,94110,West,Laptops,Lenovo,1004,7,0.2,-112.9527
13-04-2016,Consumer,California,94110,West,Mobile Phones,Pixel,9,1,0,4.6464
14-04-2016,Consumer,California,94110,West,Mobile Phones,HTC,28,9,0,13.608
14-04-2016,Consumer,California,94110,West,Mobile Phones,Pixel,55,1,0,27.4302
14-04-2016,Consumer,California,94110,West,Laptops,Dell,1336,13,0.15,31.4548
14-04-2016,Consumer,California,94110,West,Laptops,HP,113,2,0.2,-18.4548
14-04-2016,Corporate,Washington,98105,West,Mobile Phones,Pixel,139,7,0,65.7342
14-04-2016,Corporate,Washington,98105,West,Laptops,HP,307,4,0.2,26.8744
14-04-2016,Consumer,California,92646,West,Mobile Phones,LG,95,8,0,25.8984
14-04-2016,Consumer,California,90004,West,Laptops,HP,383,5,0.2,38.38
14-04-2016,Corporate,Kentucky,40475,South,Mobile Phones,Pixel,5,1,0,2.8322
14-04-2016,Corporate,California,90045,West,Mobile Phones,LG,9,4,0,2.7028
14-04-2016,Corporate,California,90045,West,Mobile Phones,Motorola ,15,1,0,7.015
14-04-2016,Consumer,Colorado,80027,West,Cameras ,Nikon,196,6,0.2,56.5662
15-04-2016,Corporate,Massachusetts,1841,East,Laptops,Asus,56,4,0,14.7056
15-04-2016,Corporate,Massachusetts,1841,East,Mobile Phones,OnePlus,32,3,0,8.502
15-04-2016,Consumer,Mississippi,39212,South,Laptops,HP,866,4,0,225.264
15-04-2016,Corporate,Michigan,48187,Central,Laptops,Asus,28,2,0,11.076
15-04-2016,Corporate,Michigan,48187,Central,Mobile Phones,iPhone,287,8,0,138.2016
16-04-2016,Home Office,New York,10801,East,Cameras ,Canon,69,1,0,30.0957
16-04-2016,Corporate,Texas,78207,Central,Mobile Phones,LG,6,6,0.2,0.5004
16-04-2016,Home Office,North Carolina,28052,South,Mobile Phones,iPhone,189,2,0.7,-145.3508
16-04-2016,Home Office,North Carolina,28052,South,Cameras ,Nikon,408,7,0.2,76.6395
16-04-2016,Home Office,North Carolina,28052,South,Cameras ,Nikon,291,5,0.2,54.7425
16-04-2016,Home Office,North Carolina,28052,South,Mobile Phones,OnePlus,4,2,0.2,-0.7748
16-04-2016,Consumer,Massachusetts,1852,East,Mobile Phones,OnePlus,714,5,0,207.147
17-04-2016,Consumer,Florida,32216,South,Mobile Phones,iPhone,4,2,0.7,-3.6892
17-04-2016,Consumer,Florida,32216,South,Cameras ,Nikon,247,5,0.2,-18.585
17-04-2016,Home Office,Illinois,60623,Central,Cameras ,Canon,1007,3,0.3,43.1991
17-04-2016,Home Office,Illinois,60623,Central,Mobile Phones,Pixel,313,7,0.2,113.6394
17-04-2016,Corporate,Texas,77070,Central,Mobile Phones,Pixel,31,8,0.2,11.5536
17-04-2016,Corporate,New York,10024,East,Laptops,HP,207,3,0.1,2.3094
17-04-2016,Consumer,Michigan,48227,Central,Laptops,Asus,12,1,0,3.666
17-04-2016,Consumer,Michigan,48227,Central,Mobile Phones,OnePlus,194,3,0,23.3928
17-04-2016,Consumer,Michigan,48227,Central,Mobile Phones,OnePlus,70,3,0,20.5755
17-04-2016,Consumer,Michigan,48227,Central,Mobile Phones,Pixel,91,4,0,42.0256
18-04-2016,Consumer,Michigan,48227,Central,Laptops,HP,242,3,0,29.1528
18-04-2016,Consumer,Michigan,48227,Central,Mobile Phones,HTC,22,7,0,10.584
19-04-2016,Consumer,Indiana,47201,Central,Laptops,Asus,2,1,0,1.3677
19-04-2016,Consumer,New York,13021,East,Mobile Phones,LG,59,3,0,15.4752
19-04-2016,Consumer,New York,13021,East,Mobile Phones,OnePlus,161,3,0,9.7164
20-04-2016,Consumer,New York,13021,East,Mobile Phones,LG,263,6,0,71.2476
20-04-2016,Consumer,New York,13021,East,Mobile Phones,LG,30,3,0,7.9248
20-04-2016,Consumer,New York,13021,East,Mobile Phones,LG,9,3,0,2.8536
21-04-2016,Consumer,New York,13021,East,Cameras ,Sony,35,4,0,9.1312
21-04-2016,Corporate,Ohio,44312,East,Laptops,Lenovo,284,2,0.4,-75.8304
21-04-2016,Corporate,Ohio,44312,East,Mobile Phones,OnePlus,665,2,0.2,66.5408
21-04-2016,Corporate,Oklahoma,73071,Central,Cameras ,Nikon,63,4,0,24.9132
21-04-2016,Consumer,California,94521,West,Laptops,HP,129,2,0.2,-24.294
21-04-2016,Consumer,Illinois,62521,Central,Laptops,HP,747,3,0.3,-96.1146
21-04-2016,Consumer,Illinois,62521,Central,Mobile Phones,Motorola ,8,2,0.2,3.348
21-04-2016,Consumer,Washington,98115,West,Mobile Phones,Samsung,103,4,0,36.372
21-04-2016,Consumer,Washington,98115,West,Cameras ,Nikon,899,9,0,377.9622
21-04-2016,Consumer,Washington,98115,West,Mobile Phones,iPhone,51,3,0.2,18.6006
22-04-2016,Home Office,Arizona,85023,West,Laptops,Asus,23,5,0.2,7.068
22-04-2016,Home Office,Arizona,85023,West,Laptops,Lenovo,1272,6,0.5,-814.4832
22-04-2016,Home Office,Arizona,85023,West,Mobile Phones,iPhone,28,5,0.7,-20.889
22-04-2016,Home Office,Arizona,85023,West,Mobile Phones,Mi,185,2,0.2,-34.758
22-04-2016,Home Office,Arizona,85023,West,Mobile Phones,Samsung,78,2,0.2,5.8704
23-04-2016,Home Office,Illinois,60068,Central,Laptops,Asus,254,7,0.6,-312.0614
23-04-2016,Corporate,Texas,79109,Central,Laptops,Dell,205,2,0.32,-36.2352
23-04-2016,Consumer,Illinois,60610,Central,Mobile Phones,iPhone,4,3,0.8,-7.9002
23-04-2016,Corporate,New York,11757,East,Mobile Phones,Pixel,55,1,0,26.6304
23-04-2016,Consumer,California,94110,West,Mobile Phones,OnePlus,340,3,0,3.4092
23-04-2016,Consumer,California,94110,West,Laptops,Dell,222,2,0.15,10.4784
23-04-2016,Consumer,California,94110,West,Cameras ,Sony,703,4,0.2,87.996
23-04-2016,Consumer,California,94110,West,Mobile Phones,OnePlus,92,6,0,24.9804
24-04-2016,Consumer,California,94110,West,Mobile Phones,Pixel,62,7,0,28.819
24-04-2016,Consumer,California,94110,West,Mobile Phones,Pixel,94,5,0,45.528
24-04-2016,Corporate,California,90008,West,Cameras ,Sony,95,6,0.2,7.182
24-04-2016,Consumer,New York,12180,East,Laptops,Asus,40,3,0,19.296
24-04-2016,Corporate,New York,10024,East,Mobile Phones,LG,14,5,0,6.615
24-04-2016,Corporate,New York,10024,East,Mobile Phones,OnePlus,704,5,0,84.51
24-04-2016,Consumer,California,92024,West,Cameras ,Nikon,9,3,0,1.9089
25-04-2016,Consumer,New York,10024,East,Mobile Phones,LG,5,2,0,1.6688
25-04-2016,Consumer,New York,10024,East,Cameras ,Nikon,159,2,0,57.5928
26-04-2016,Home Office,California,90045,West,Mobile Phones,HTC,29,2,0,14.8
26-04-2016,Home Office,California,90045,West,Laptops,Dell,514,5,0.15,-30.245
26-04-2016,Home Office,California,90045,West,Cameras ,Sony,279,5,0.2,17.4975
26-04-2016,Consumer,Illinois,60610,Central,Cameras ,Sony,2735,6,0.2,341.994
26-04-2016,Home Office,Texas,77340,Central,Cameras ,Sony,7,1,0.2,0.5994
26-04-2016,Home Office,Texas,77340,Central,Cameras ,Nikon,63,2,0.2,10.3974
26-04-2016,Home Office,Texas,77340,Central,Mobile Phones,LG,70,2,0.2,6.1572
26-04-2016,Consumer,New York,14609,East,Mobile Phones,OnePlus,449,5,0,8.983
26-04-2016,Consumer,New York,14609,East,Mobile Phones,Motorola ,11,3,0,5.0922
26-04-2016,Consumer,Washington,98115,West,Cameras ,Nikon,93,2,0,13.1572
26-04-2016,Consumer,Tennessee,38109,South,Laptops,Lenovo,189,3,0.4,-94.941
26-04-2016,Consumer,Arkansas,72701,South,Mobile Phones,Motorola ,105,2,0,51.6558
26-04-2016,Consumer,California,92627,West,Mobile Phones,iPhone,119,8,0.2,40.3704
26-04-2016,Consumer,California,92627,West,Laptops,Asus,255,4,0,81.8432
26-04-2016,Consumer,California,92627,West,Laptops,HP,241,2,0.2,18.1176
27-04-2016,Consumer,California,92627,West,Laptops,Asus,69,9,0,22.869
27-04-2016,Corporate,Colorado,80134,West,Mobile Phones,iPhone,22,2,0.7,-15.08
27-04-2016,Corporate,Colorado,80134,West,Mobile Phones,iPhone,14,2,0.7,-11.9616
27-04-2016,Corporate,Colorado,80134,West,Laptops,HP,801,2,0.2,50.098
27-04-2016,Corporate,Colorado,80134,West,Mobile Phones,iPhone,2,3,0.7,-1.9008
27-04-2016,Corporate,Colorado,80134,West,Mobile Phones,Pixel,32,1,0.2,11.8871
27-04-2016,Corporate,New York,10024,East,Mobile Phones,iPhone,15,5,0.2,5.373
28-04-2016,Consumer,Georgia,30318,South,Mobile Phones,LG,2,1,0,0.7398
28-04-2016,Consumer,Georgia,30318,South,Mobile Phones,LG,8,3,0,2.1684
28-04-2016,Consumer,Georgia,30318,South,Mobile Phones,OnePlus,46,3,0,11.685
28-04-2016,Consumer,Georgia,30318,South,Mobile Phones,iPhone,6354,5,0,3177.475
29-04-2016,Consumer,Missouri,64118,Central,Laptops,Asus,126,3,0,40.416
29-04-2016,Consumer,Missouri,64118,Central,Cameras ,Nikon,38,2,0,12.1728
29-04-2016,Consumer,Ohio,43055,East,Mobile Phones,LG,7,3,0.2,0.7152
29-04-2016,Consumer,California,90049,West,Mobile Phones,LG,6,3,0,1.7901
29-04-2016,Consumer,California,90049,West,Mobile Phones,LG,5,2,0,1.7052
29-04-2016,Home Office,Montana,59405,West,Cameras ,GoPro,2999,5,0,1379.977
29-04-2016,Home Office,Montana,59405,West,Mobile Phones,OnePlus,51,3,0,13.8915
29-04-2016,Home Office,Montana,59405,West,Mobile Phones,Pixel,11,2,0,5.382
29-04-2016,Home Office,Montana,59405,West,Mobile Phones,OnePlus,1126,3,0,56.301
29-04-2016,Consumer,Texas,77041,Central,Cameras ,Nikon,18,1,0.2,5.2877
30-04-2016,Consumer,Texas,77041,Central,Mobile Phones,OnePlus,129,2,0.2,-25.9136
01-05-2016,Consumer,Texas,77041,Central,Mobile Phones,iPhone,14,9,0.8,-21.168
01-05-2016,Corporate,Michigan,48234,Central,Laptops,Lenovo,210,2,0,21.098
01-05-2016,Consumer,California,90032,West,Cameras ,Sony,55,3,0.2,-12.4146
02-05-2016,Consumer,California,90032,West,Cameras ,Nikon,66,2,0,27.1666
02-05-2016,Consumer,Massachusetts,1841,East,Mobile Phones,Nokia,22,5,0,10.434
02-05-2016,Home Office,Florida,33801,South,Laptops,HP,683,3,0.2,42.747
04-05-2016,Home Office,Florida,33801,South,Laptops,Asus,45,3,0.2,5.1408
04-05-2016,Consumer,Pennsylvania,19134,East,Mobile Phones,OnePlus,36,3,0.2,-7.2672
04-05-2016,Consumer,Pennsylvania,19134,East,Mobile Phones,Mi,666,1,0.2,-149.9058
04-05-2016,Consumer,Pennsylvania,19134,East,Mobile Phones,Motorola ,52,6,0.2,19.692
04-05-2016,Corporate,California,90036,West,Laptops,HP,190,1,0.2,11.92
04-05-2016,Consumer,California,90032,West,Laptops,Asus,47,3,0,2.397
04-05-2016,Consumer,Alabama,36116,South,Cameras ,Sony,979,5,0,274.386
04-05-2016,Consumer,Alabama,36116,South,Mobile Phones,iPhone,22,5,0,11.375
05-05-2016,Consumer,Arizona,85204,West,Mobile Phones,OnePlus,16,2,0.2,1.4672
05-05-2016,Consumer,Illinois,60653,Central,Mobile Phones,iPhone,42,7,0.8,-68.1856
05-05-2016,Home Office,New York,10009,East,Mobile Phones,iPhone,10,4,0.2,3.36
05-05-2016,Consumer,Kentucky,42420,South,Mobile Phones,Samsung,152,3,0,41.2938
05-05-2016,Consumer,Kentucky,42420,South,Laptops,HP,283,4,0,70.98
05-05-2016,Consumer,Wisconsin,54302,Central,Cameras ,Nikon,468,6,0,206.316
05-05-2016,Corporate,Arizona,85705,West,Cameras ,Sony,380,8,0.2,38.0864
05-05-2016,Consumer,Ohio,45503,East,Mobile Phones,OnePlus,646,9,0.2,-145.5246
06-05-2016,Consumer,Texas,76106,Central,Cameras ,Nikon,58,2,0.2,7.264
06-05-2016,Consumer,Texas,76106,Central,Cameras ,Sony,100,1,0.2,6.2995
06-05-2016,Consumer,Texas,76106,Central,Laptops,Asus,66,4,0.6,-84.2928
06-05-2016,Home Office,New York,10035,East,Mobile Phones,iPhone,41,6,0.2,13.932
06-05-2016,Home Office,New York,10035,East,Mobile Phones,Pixel,13,2,0,6.4128
06-05-2016,Corporate,Illinois,60653,Central,Mobile Phones,OnePlus,250,9,0.2,15.642
06-05-2016,Corporate,Illinois,60653,Central,Mobile Phones,iPhone,11,3,0.8,-17.046
06-05-2016,Corporate,Illinois,60653,Central,Mobile Phones,Mi,8,5,0.2,-1.744
06-05-2016,Consumer,California,94110,West,Laptops,HP,1121,2,0.2,0
06-05-2016,Consumer,Florida,32216,South,Laptops,Asus,34,1,0.2,6.0382
07-05-2016,Consumer,Texas,77070,Central,Mobile Phones,Nokia,10,3,0.2,2.5707
07-05-2016,Corporate,California,92804,West,Mobile Phones,OnePlus,1295,2,0,310.9872
07-05-2016,Consumer,North Carolina,28403,South,Mobile Phones,LG,19,4,0.2,3.4048
08-05-2016,Consumer,California,90045,West,Mobile Phones,HTC,20,2,0,9.936
08-05-2016,Consumer,California,90045,West,Laptops,Lenovo,1335,4,0.2,-217.048
08-05-2016,Consumer,California,90045,West,Mobile Phones,Pixel,32,5,0,15.552
08-05-2016,Consumer,California,94110,West,Laptops,Asus,42,3,0,16.614
08-05-2016,Consumer,California,94110,West,Mobile Phones,iPhone,84,7,0.2,27.3182
08-05-2016,Consumer,Florida,33614,South,Mobile Phones,Samsung,13,5,0.2,1.3
08-05-2016,Consumer,Florida,33614,South,Laptops,Asus,13,3,0.2,3.7743
08-05-2016,Consumer,Washington,98105,West,Mobile Phones,Nokia,3,2,0,0
08-05-2016,Consumer,Washington,98105,West,Mobile Phones,HTC,2,1,0,1.2006
08-05-2016,Consumer,California,90008,West,Cameras ,Sony,374,3,0.2,46.797
08-05-2016,Corporate,Washington,98105,West,Mobile Phones,Pixel,91,8,0,45.0016
08-05-2016,Corporate,Washington,98105,West,Mobile Phones,iPhone,81,7,0.2,27.3672
08-05-2016,Corporate,Washington,98105,West,Mobile Phones,Pixel,19,3,0,9.3312
09-05-2016,Corporate,Washington,98105,West,Laptops,HP,451,3,0.2,0
09-05-2016,Consumer,New York,10024,East,Mobile Phones,HTC,72,7,0,34.776
09-05-2016,Consumer,New York,10024,East,Mobile Phones,Nokia,13,4,0,6.4216
09-05-2016,Consumer,New York,10024,East,Mobile Phones,iPhone,33,7,0.2,11.2266
09-05-2016,Consumer,New York,10024,East,Cameras ,Sony,14,3,0,4.0095
10-05-2016,Consumer,Washington,98270,West,Mobile Phones,LG,8,3,0,2.3814
10-05-2016,Consumer,California,90805,West,Mobile Phones,Pixel,160,14,0,78.7528
10-05-2016,Consumer,California,90805,West,Mobile Phones,Pixel,19,4,0,9.7608
10-05-2016,Consumer,California,90805,West,Mobile Phones,Mi,7,2,0,2.19
10-05-2016,Consumer,Illinois,60610,Central,Mobile Phones,OnePlus,69,2,0.2,8.714
10-05-2016,Consumer,Illinois,60610,Central,Laptops,Asus,8,1,0.6,-5.7148
10-05-2016,Consumer,California,90004,West,Mobile Phones,Mi,51,4,0,1.5456
11-05-2016,Consumer,Colorado,80219,West,Cameras ,Sony,470,3,0.2,52.9173
11-05-2016,Consumer,Colorado,80219,West,Cameras ,Sony,105,2,0.2,9.2386
11-05-2016,Consumer,Colorado,80219,West,Mobile Phones,Samsung,31,3,0.2,3.5046
11-05-2016,Consumer,Colorado,80219,West,Mobile Phones,iPhone,6,7,0.7,-4.7481
11-05-2016,Consumer,Colorado,80219,West,Cameras ,Sony,406,4,0.2,30.4776
11-05-2016,Consumer,Kentucky,40475,South,Laptops,HP,70,1,0,4.9686
12-05-2016,Consumer,Kentucky,40475,South,Mobile Phones,HTC,294,3,0,144.5157
